,age,class_of_worker,detailed_industry_recode,detailed_occupation_recode,education,wage_per_hour,enroll_in_edu_inst_last_wk,marital_stat,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_stat,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code_change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veteran's_admin,veterans_benefits,weeks_worked_in_year,year,income_gt_50k,dataset_partition
848,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1378.91,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
849,83,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,nonfamily_householder,householder,2877.66,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,?,?,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
850,19,not_in_universe,0,0,9,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1999.49,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
851,55,self-employed-not_incorporated,45,3,14,0,not_in_universe,divorced,other_professional_services,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,3083.41,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
852,5,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1744.83,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
853,65,not_in_universe,0,0,3,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,mexican_(mexicano),male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_one_under_65_&_one_65+,not_in_universe,not_in_universe,other_rel_18+_spouse_of_subfamily_rp,other_relative_of_householder,1957.07,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,mexico,mexico,mexico,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,0,1,0,training_set
854,70,not_in_universe,0,0,13,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,na,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1020.92,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
855,44,local_government,33,19,13,0,not_in_universe,never_married,retail_trade,sales,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,householder,householder,1759.41,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,26,2,0,training_set
856,43,private,37,6,11,0,not_in_universe,married-civilian_spouse_present,business_and_repair_services,professional_specialty,white,central_or_south_american,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1143.14,nonmover,nonmover,nonmover,yes,not_in_universe,2,not_in_universe,columbia,columbia,columbia,foreign_born-_u_s_citizen_by_naturalization,no,not_in_universe,no,46,1,0,training_set
857,50,federal_government,29,25,9,0,not_in_universe,never_married,transportation,adm_support_including_clerical,white,all_other,male,yes,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1486.55,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
858,26,not_in_universe,0,0,10,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,mexican-american,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1956.99,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,24,1,0,training_set
859,49,not_in_universe,0,0,9,0,not_in_universe,separated,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,1053.52,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,40,2,0,training_set
860,36,private,16,2,11,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,7298,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1133.42,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
861,16,not_in_universe,0,0,5,0,high_school,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2735.63,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
862,64,not_in_universe,0,0,2,0,not_in_universe,divorced,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,south,louisiana,nonfamily_householder,householder,1815.58,nonmsa_to_msa,different_region,different_state_in_south,no,no,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
863,33,private,33,16,8,0,not_in_universe,never_married,retail_trade,sales,black,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,head_of_household,not_in_universe,not_in_universe,child_18+_never_marr_rp_of_subfamily,child_18_or_older,615.75,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,12,2,0,training_set
864,46,not_in_universe,0,0,3,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,cuban,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1454.33,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,dominican-republic,dominican-republic,dominican-republic,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,0,2,0,training_set
865,24,private,30,34,10,0,not_in_universe,never_married,communications,precision_production_craft_&_repair,white,mexican-american,male,not_in_universe,not_in_universe,full-time_schedules,2597,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1794.97,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
866,42,private,12,35,11,0,not_in_universe,separated,manufacturing-durable_goods,precision_production_craft_&_repair,white,all_other,female,not_in_universe,other_job_loser,unemployed_full-time,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,1963.61,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,50,2,0,training_set
867,53,private,43,2,13,0,not_in_universe,married-civilian_spouse_present,education,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_one_under_65_&_one_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1081.54,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,united-states,italy,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
868,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,central_or_south_american,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,857.4,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,puerto-rico,dominican-republic,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
869,20,private,35,34,9,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,precision_production_craft_&_repair,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,midwest,indiana,householder,householder,1433.19,msa_to_msa,different_division_same_region,different_state_in_midwest,no,no,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,35,1,0,training_set
870,11,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2370.98,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
871,86,not_in_universe,0,0,4,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,other_rel_18+_ever_marr_not_in_subfamily,other_relative_of_householder,1517.96,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
872,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1776.24,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
873,19,private,37,23,9,0,not_in_universe,never_married,business_and_repair_services,adm_support_including_clerical,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,3699.71,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,2,1,0,training_set
874,51,private,34,3,13,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,99999,0,95,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,4259.58,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,1,training_set
875,41,local_government,43,29,9,0,not_in_universe,never_married,education,other_service,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,373.48,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,50,1,0,training_set
876,24,private,42,14,13,0,college_or_university,never_married,medical_except_hospital,technicians_and_related_support,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,313.13,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
877,26,private,22,35,9,0,not_in_universe,never_married,manufacturing-nondurable_goods,precision_production_craft_&_repair,asian_or_pacific_islander,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,other_rel_18+_never_marr_not_in_subfamily,other_relative_of_householder,1808.21,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,hong_kong,hong_kong,hong_kong,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,52,1,0,training_set
878,23,private,44,26,10,0,not_in_universe,never_married,social_services,adm_support_including_clerical,asian_or_pacific_islander,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,2299.48,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,south_korea,native-_born_abroad_of_american_parent(s),no,not_in_universe,no,25,2,0,training_set
879,19,private,1,44,9,0,not_in_universe,never_married,agriculture,farming_forestry_and_fishing,white,central_or_south_american,male,not_in_universe,job_leaver,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1300.11,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,?,?,?,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,26,1,0,training_set
880,1,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1505.07,nonmover,nonmover,nonmover,yes,not_in_universe,0,father_only_present,france,france,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
881,38,private,33,38,6,700,not_in_universe,widowed,retail_trade,transportation_and_material_moving,black,all_other,male,no,not_in_universe,children_or_armed_forces,114,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,1922.06,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
882,49,private,25,2,16,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,6000,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1289.49,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,1,training_set
883,6,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,south,missouri,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1422.43,nonmsa_to_nonmsa,same_county,same_county,no,yes,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
884,66,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,3545.06,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
885,34,private,34,3,10,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2013.65,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
886,48,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1601.81,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
887,31,private,11,26,12,0,not_in_universe,never_married,manufacturing-durable_goods,adm_support_including_clerical,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,942.9,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
888,43,private,45,2,13,0,not_in_universe,divorced,other_professional_services,executive_admin_and_managerial,white,all_other,female,no,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,other_rel_18+_ever_marr_not_in_subfamily,other_relative_of_householder,3193.74,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,germany,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
889,27,private,31,33,11,0,not_in_universe,never_married,utilities_and_sanitary_services,precision_production_craft_&_repair,white,puerto_rican,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,1522.51,nonmover,nonmover,nonmover,yes,not_in_universe,5,not_in_universe,puerto-rico,puerto-rico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
890,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2949.66,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
891,29,private,39,32,11,425,not_in_universe,never_married,personal_services_except_private_hh,other_service,white,mexican-american,male,no,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,3279.74,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,yes,not_in_universe,no,17,2,0,training_set
892,47,private,33,20,9,0,not_in_universe,never_married,retail_trade,sales,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1030.13,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
893,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,267.73,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
894,53,private,11,34,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,precision_production_craft_&_repair,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2298.54,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
895,69,private,33,19,9,0,not_in_universe,widowed,retail_trade,sales,white,all_other,female,no,not_in_universe,pt_for_non-econ_reasons_usually_ft,0,0,0,single,not_in_universe,not_in_universe,householder,householder,1448.86,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,italy,italy,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
896,3,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1110.31,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
897,33,private,35,35,6,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,precision_production_craft_&_repair,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2500.67,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
898,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2021.2,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
899,6,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1010.25,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
900,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,mexican-american,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2087.83,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,mexico,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
901,56,self-employed-incorporated,5,2,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1678.85,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
902,68,not_in_universe,0,0,8,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,householder,householder,1959.27,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
903,16,not_in_universe,0,0,5,0,high_school,never_married,not_in_universe_or_children,not_in_universe,white,puerto_rican,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1015.01,?,?,?,not_in_universe_under_1_year_old,?,1,both_parents_present,puerto-rico,puerto-rico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
904,17,not_in_universe,0,0,7,0,high_school,never_married,not_in_universe_or_children,not_in_universe,black,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,5099.54,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
905,21,private,33,35,9,0,not_in_universe,never_married,retail_trade,precision_production_craft_&_repair,white,central_or_south_american,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,2735.09,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,guatemala,guatemala,guatemala,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,52,1,0,training_set
906,1,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,puerto_rican,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,other_rel_<18_never_marr_child_of_subfamily_rp,other_relative_of_householder,678.7,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,puerto-rico,puerto-rico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
907,44,private,9,2,14,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,executive_admin_and_managerial,asian_or_pacific_islander,all_other,male,not_in_universe,other_job_loser,unemployed_full-time,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1712.0,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,india,india,india,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,11,2,0,training_set
908,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1188.82,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
909,31,private,37,15,10,1710,not_in_universe,married-civilian_spouse_present,business_and_repair_services,technicians_and_related_support,white,all_other,male,no,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2173.19,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
